0.0000,0.0548
0.0000,-0.0992
0.0000,-0.1567
0.0000,-0.2727
0.0000,-0.1321
0.0000,-0.1692
0.0000,-0.0174
0.0000,0.0807
0.0000,0.0650
0.0000,0.2550
0.0000,-0.0699
0.0000,-0.0092
0.0000,-0.4439
0.0000,0.0385
0.0000,0.1664
0.0000,0.2242
0.0000,0.0451
0.0000,0.0928
0.0000,0.0517
0.0000,0.3077
0.0000,0.2219
0.0000,0.2571
0.0000,0.0950
0.0000,-0.0475
0.0000,0.0099
0.0000,0.1685
0.0000,0.0615
0.0000,-0.1694
0.0000,0.0903
0.0000,-0.1339
0.0000,0.2801
0.0000,-0.1157
0.0000,0.2111
0.0000,-0.0258
0.0000,0.0826
0.0000,0.1863
0.0000,-0.2147
0.0000,0.2410
0.0000,0.0179
0.0000,-0.0076
0.0000,0.1306
0.0000,-0.2262
0.0000,0.1310
0.0000,0.1859
0.0000,-0.2233
0.0000,0.2619
0.0000,-0.4638
0.0000,0.2194
0.0000,-0.1546
0.0000,0.3192
0.0000,-0.0146
0.0000,-0.1969
0.0000,-0.0392
0.0000,0.1136
0.0000,0.1367
0.0000,0.2244
0.0000,-0.0053
0.0000,0.1727
0.0000,0.2196
0.0000,0.1182
0.0000,-0.1136
0.0000,-0.0158
0.0000,0.2703
0.0000,0.2090
0.0000,-0.3566
0.0000,0.1168
0.0000,0.1586
0.0000,0.0712
0.0000,0.0207
0.0000,-0.0007
0.0000,0.3078
0.0000,-0.0567
0.0000,0.3209
0.0000,0.4791
0.0000,0.0465
0.0000,0.1371
0.0000,-0.0959
0.0000,0.1017
0.0000,0.1839
0.0000,0.0390
0.0000,-0.0235
0.0000,0.0969
0.0000,0.0870
0.0000,0.1525
0.0000,0.1177
0.0000,0.2908
0.0000,0.2242
0.0000,0.2955
0.0000,0.2876
0.0000,0.1423
0.0000,0.1094
0.0000,-0.2397
0.0000,0.2422
0.0000,0.1225
0.0000,0.2816
0.0000,0.3590
0.0000,0.0588
0.0000,0.0134
0.0000,0.3470
0.0000,0.0629
0.0000,-0.0707
0.0000,-0.1508
0.0000,0.0259
0.0000,0.2212
0.0000,-0.2201
0.0000,0.0674
0.0000,-0.0017
0.0000,0.2287
0.0000,0.0628
0.0000,0.2016
0.0000,0.1007
0.0000,0.0500
0.0000,0.2111
1.0000,1.0717
1.0000,0.9429
1.0000,0.8384
1.0000,0.6883
1.0000,0.8061
1.0000,1.1766
1.0000,1.0919
1.0000,1.2130
1.0000,0.8528
1.0000,-0.0443
1.0000,0.9424
1.0000,1.0478
1.0000,1.0950
1.0000,0.8373
1.0000,0.8089
1.0000,0.8727
1.0000,1.1001
1.0000,0.8767
1.0000,0.6383
1.0000,1.0650
1.0000,0.9981
1.0000,0.8041
1.0000,1.0290
1.0000,0.9031
1.0000,0.9934
1.0000,0.8249
1.0000,0.7204
1.0000,0.9786
1.0000,0.9780
1.0000,0.8078
1.0000,0.9515
1.0000,0.9160
1.0000,0.8688
1.0000,1.0112
1.0000,1.0908
1.0000,0.8415
1.0000,1.0561
1.0000,0.5882
1.0000,1.0167
1.0000,0.9305
1.0000,0.9851
1.0000,0.8947
1.0000,0.7392
1.0000,0.8736
1.0000,0.9559
1.0000,0.7893
1.0000,1.0019
1.0000,0.7345
1.0000,1.0571
1.0000,0.7916
1.0000,1.0632
1.0000,1.2501
1.0000,0.8588
1.0000,1.1426
1.0000,1.0341
1.0000,0.7795
1.0000,1.0045
1.0000,0.8075
1.0000,1.0812
1.0000,0.9115
1.0000,1.0577
1.0000,1.1025
1.0000,0.8609
1.0000,1.0010
1.0000,0.9800
1.0000,0.7015
1.0000,1.2025
1.0000,0.9382
1.0000,0.7400
1.0000,0.8313
1.0000,0.8768
1.0000,0.7935
1.0000,1.1205
1.0000,0.9918
1.0000,0.9487
1.0000,0.8797
1.0000,0.9177
1.0000,0.9488
1.0000,1.1211
1.0000,0.8556
1.0000,0.8098
1.0000,0.7782
1.0000,0.9688
1.0000,0.9684
1.0000,0.9411
1.0000,0.5607
1.0000,1.0759
1.0000,0.9705
1.0000,0.9763
1.0000,1.1152
1.0000,0.9895
1.0000,0.9871
1.0000,0.8904
1.0000,0.6462
1.0000,1.0124
1.0000,1.1222
1.0000,1.1528
1.0000,0.9994
1.0000,0.9949
1.0000,0.9467
1.0000,0.9090
1.0000,1.1660
1.0000,1.3413
1.0000,0.9784
1.0000,1.0689
1.0000,0.7186
1.0000,1.0775
1.0000,0.7961
1.0000,0.8155
1.0000,0.8378
1.0000,1.0521
1.0000,0.7892
1.0000,0.9801
